country,year,gender,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp,generation,continent
Estonia,2006,male,05-14 years,1,68740,1.45,"16,963,625,016",13264,Millenials,Europe
Estonia,1999,male,05-14 years,2,99045,2.02,"5,726,897,998",4361,Millenials,Europe
Estonia,2003,male,05-14 years,3,81105,3.7,"9,833,870,709",7523,Millenials,Europe
Estonia,1996,male,05-14 years,4,109002,3.67,"4,746,109,767",3536,Millenials,Europe
Estonia,2001,male,05-14 years,4,90730,4.41,"6,245,069,734",4711,Millenials,Europe
Estonia,2002,male,05-14 years,4,86140,4.64,"7,322,069,511",5561,Millenials,Europe
Estonia,1995,male,05-14 years,5,111035,4.5,"4,373,665,146",3224,Millenials,Europe
Estonia,1997,male,05-14 years,5,106361,4.7,"5,066,240,419",3806,Millenials,Europe
Estonia,1998,male,05-14 years,5,103157,4.85,"5,617,109,245",4250,Millenials,Europe
Estonia,2014,female,15-24 years,1,69127,1.45,"26,224,622,451",21117,Millenials,Europe
Estonia,2015,female,15-24 years,1,66216,1.51,"22,566,956,982",18149,Millenials,Europe
Estonia,2009,female,15-24 years,2,89195,2.24,"19,652,492,637",15609,Millenials,Europe
Estonia,2010,female,15-24 years,2,85755,2.33,"19,490,936,349",15540,Millenials,Europe
Estonia,2012,female,15-24 years,2,78364,2.55,"23,043,864,510",18411,Millenials,Europe
Estonia,2013,female,15-24 years,2,73430,2.72,"25,137,153,149",20221,Millenials,Europe
Estonia,2007,female,15-24 years,3,94785,3.17,"22,237,061,730",17504,Millenials,Europe
Estonia,2011,female,15-24 years,3,82075,3.66,"23,170,239,901",18545,Millenials,Europe
Estonia,2002,female,15-24 years,4,97020,4.12,"7,322,069,511",5561,Millenials,Europe
Estonia,2005,female,15-24 years,5,97515,5.13,"14,006,088,297",10870,Millenials,Europe
Estonia,2006,female,15-24 years,5,96385,5.19,"16,963,625,016",13264,Millenials,Europe
Estonia,2008,female,15-24 years,5,92410,5.41,"24,194,039,256",19141,Millenials,Europe
Estonia,2001,female,15-24 years,6,97020,6.18,"6,245,069,734",4711,Millenials,Europe
Estonia,2003,female,15-24 years,6,97400,6.16,"9,833,870,709",7523,Millenials,Europe
Estonia,2004,female,15-24 years,6,97765,6.14,"12,059,201,242",9293,Millenials,Europe
Estonia,2012,male,15-24 years,14,83194,16.83,"23,043,864,510",18411,Millenials,Europe
Estonia,2013,male,15-24 years,15,78163,19.19,"25,137,153,149",20221,Millenials,Europe
Estonia,2011,male,15-24 years,19,87167,21.8,"23,170,239,901",18545,Millenials,Europe
Estonia,2014,male,15-24 years,19,73521,25.84,"26,224,622,451",21117,Millenials,Europe
Estonia,2010,male,15-24 years,20,91065,21.96,"19,490,936,349",15540,Millenials,Europe
Estonia,2007,male,15-24 years,21,100450,20.91,"22,237,061,730",17504,Millenials,Europe
Estonia,2015,male,15-24 years,21,70165,29.93,"22,566,956,982",18149,Millenials,Europe
Estonia,2009,male,15-24 years,23,94705,24.29,"19,652,492,637",15609,Millenials,Europe
Estonia,2006,male,15-24 years,26,102295,25.42,"16,963,625,016",13264,Millenials,Europe
Estonia,2005,male,15-24 years,27,103575,26.07,"14,006,088,297",10870,Millenials,Europe
Estonia,2008,male,15-24 years,29,98030,29.58,"24,194,039,256",19141,Millenials,Europe
Estonia,2003,male,15-24 years,31,103335,30,"9,833,870,709",7523,Millenials,Europe
Estonia,2004,male,15-24 years,31,103745,29.88,"12,059,201,242",9293,Millenials,Europe
Estonia,2002,male,15-24 years,34,102950,33.03,"7,322,069,511",5561,Millenials,Europe
Estonia,2001,male,15-24 years,36,102895,34.99,"6,245,069,734",4711,Millenials,Europe
Estonia,2011,female,25-34 years,1,90940,1.1,"23,170,239,901",18545,Millenials,Europe
Estonia,2013,female,25-34 years,2,91438,2.19,"25,137,153,149",20221,Millenials,Europe
Estonia,2015,female,25-34 years,2,92783,2.16,"22,566,956,982",18149,Millenials,Europe
Estonia,2012,female,25-34 years,3,91727,3.27,"23,043,864,510",18411,Millenials,Europe
Estonia,2014,female,25-34 years,8,92159,8.68,"26,224,622,451",21117,Millenials,Europe
Estonia,2013,male,25-34 years,22,96869,22.71,"25,137,153,149",20221,Millenials,Europe
Estonia,2011,male,25-34 years,23,95987,23.96,"23,170,239,901",18545,Millenials,Europe
Estonia,2015,male,25-34 years,25,99448,25.14,"22,566,956,982",18149,Millenials,Europe
Estonia,2012,male,25-34 years,30,96938,30.95,"23,043,864,510",18411,Millenials,Europe
Estonia,2014,male,25-34 years,39,97957,39.81,"26,224,622,451",21117,Millenials,Europe
Denmark,1994,female,05-14 years,0,274900,0,"156,162,311,732",32034,Millenials,Europe
Denmark,1995,female,05-14 years,0,277500,0,"185,006,961,302",37841,Millenials,Europe
Denmark,1996,female,05-14 years,0,284500,0,"187,632,400,366",38158,Millenials,Europe
Denmark,1997,female,05-14 years,0,291000,0,"173,537,588,008",35148,Millenials,Europe
Denmark,1998,female,05-14 years,0,299400,0,"176,992,000,955",35710,Millenials,Europe
Denmark,1999,female,05-14 years,0,307403,0,"177,965,224,621",35763,Millenials,Europe
Denmark,2000,female,05-14 years,0,315938,0,"164,158,800,460",32841,Millenials,Europe
Denmark,2001,female,05-14 years,0,322284,0,"164,791,416,350",32837,Millenials,Europe
Denmark,2002,female,05-14 years,0,328734,0,"178,635,160,297",35435,Millenials,Europe
Denmark,2002,male,05-14 years,0,346889,0,"178,635,160,297",35435,Millenials,Europe
Denmark,2003,female,05-14 years,0,332848,0,"218,095,997,085",43129,Millenials,Europe
Denmark,2003,male,05-14 years,0,350879,0,"218,095,997,085",43129,Millenials,Europe
Denmark,2005,female,05-14 years,0,336548,0,"264,467,308,109",51960,Millenials,Europe
Denmark,1994,male,05-14 years,1,288100,0.35,"156,162,311,732",32034,Millenials,Europe
Denmark,1995,male,05-14 years,1,291000,0.34,"185,006,961,302",37841,Millenials,Europe
Denmark,1996,male,05-14 years,1,298600,0.33,"187,632,400,366",38158,Millenials,Europe
Denmark,2000,male,05-14 years,1,332762,0.3,"164,158,800,460",32841,Millenials,Europe
Denmark,2006,female,05-14 years,1,336170,0.3,"282,884,912,894",55354,Millenials,Europe
Denmark,2006,male,05-14 years,1,353711,0.28,"282,884,912,894",55354,Millenials,Europe
Denmark,1998,male,05-14 years,2,314900,0.64,"176,992,000,955",35710,Millenials,Europe
Denmark,2001,male,05-14 years,2,340220,0.59,"164,791,416,350",32837,Millenials,Europe
Denmark,2004,female,05-14 years,2,335587,0.6,"251,373,036,671",49552,Millenials,Europe
Denmark,2004,male,05-14 years,2,353316,0.57,"251,373,036,671",49552,Millenials,Europe
Denmark,1997,male,05-14 years,3,306200,0.98,"173,537,588,008",35148,Millenials,Europe
Denmark,1999,male,05-14 years,3,323638,0.93,"177,965,224,621",35763,Millenials,Europe
Denmark,2005,male,05-14 years,3,354025,0.85,"264,467,308,109",51960,Millenials,Europe
Denmark,2009,female,15-24 years,4,324876,1.23,"321,241,396,034",61863,Millenials,Europe
Denmark,2002,female,15-24 years,6,292727,2.05,"178,635,160,297",35435,Millenials,Europe
Denmark,2003,female,15-24 years,6,290582,2.06,"218,095,997,085",43129,Millenials,Europe
Denmark,2007,female,15-24 years,6,305722,1.96,"319,423,370,134",62229,Millenials,Europe
Denmark,2015,female,15-24 years,6,356882,1.68,"301,298,464,861",55972,Millenials,Europe
Denmark,2001,female,15-24 years,7,294773,2.37,"164,791,416,350",32837,Millenials,Europe
Denmark,2005,female,15-24 years,7,292929,2.39,"264,467,308,109",51960,Millenials,Europe
Denmark,2014,female,15-24 years,7,354099,1.98,"352,993,633,221",66114,Millenials,Europe
Denmark,2008,female,15-24 years,8,315514,2.54,"353,361,056,080",68447,Millenials,Europe
Denmark,2012,female,15-24 years,8,346154,2.31,"327,148,899,962",62071,Millenials,Europe
Denmark,2006,female,15-24 years,9,298500,3.02,"282,884,912,894",55354,Millenials,Europe
Denmark,2010,female,15-24 years,10,333696,3,"321,995,350,347",61711,Millenials,Europe
Denmark,2004,female,15-24 years,11,290626,3.78,"251,373,036,671",49552,Millenials,Europe
Denmark,2011,female,15-24 years,11,340056,3.23,"344,003,209,696",65598,Millenials,Europe
Denmark,2013,female,15-24 years,12,350607,3.42,"343,584,385,594",64831,Millenials,Europe
Denmark,2007,male,15-24 years,15,320054,4.69,"319,423,370,134",62229,Millenials,Europe
Denmark,2010,male,15-24 years,17,349175,4.87,"321,995,350,347",61711,Millenials,Europe
Denmark,2015,male,15-24 years,18,374051,4.81,"301,298,464,861",55972,Millenials,Europe
Denmark,2005,male,15-24 years,21,305232,6.88,"264,467,308,109",51960,Millenials,Europe
Denmark,2013,male,15-24 years,23,367000,6.27,"343,584,385,594",64831,Millenials,Europe
Denmark,2003,male,15-24 years,24,300836,7.98,"218,095,997,085",43129,Millenials,Europe
Denmark,2006,male,15-24 years,24,312053,7.69,"282,884,912,894",55354,Millenials,Europe
Denmark,2009,male,15-24 years,24,340143,7.06,"321,241,396,034",61863,Millenials,Europe
Denmark,2011,male,15-24 years,26,356319,7.3,"344,003,209,696",65598,Millenials,Europe
Denmark,2008,male,15-24 years,30,330409,9.08,"353,361,056,080",68447,Millenials,Europe
Denmark,2014,male,15-24 years,31,370570,8.37,"352,993,633,221",66114,Millenials,Europe
Denmark,2004,male,15-24 years,33,301933,10.93,"251,373,036,671",49552,Millenials,Europe
Denmark,2012,male,15-24 years,33,362466,9.1,"327,148,899,962",62071,Millenials,Europe
Denmark,2001,male,15-24 years,38,304335,12.49,"164,791,416,350",32837,Millenials,Europe
Denmark,2002,male,15-24 years,40,302190,13.24,"178,635,160,297",35435,Millenials,Europe
Denmark,2014,female,25-34 years,7,325866,2.15,"352,993,633,221",66114,Millenials,Europe
Denmark,2012,female,25-34 years,11,322504,3.41,"327,148,899,962",62071,Millenials,Europe
Denmark,2011,female,25-34 years,12,323639,3.71,"344,003,209,696",65598,Millenials,Europe
Denmark,2015,female,25-34 years,15,331400,4.53,"301,298,464,861",55972,Millenials,Europe
Denmark,2013,female,25-34 years,16,322819,4.96,"343,584,385,594",64831,Millenials,Europe
Denmark,2015,male,25-34 years,30,342769,8.75,"301,298,464,861",55972,Millenials,Europe
Denmark,2012,male,25-34 years,31,326746,9.49,"327,148,899,962",62071,Millenials,Europe
Denmark,2013,male,25-34 years,33,328192,10.06,"343,584,385,594",64831,Millenials,Europe
Denmark,2011,male,25-34 years,35,326633,10.72,"344,003,209,696",65598,Millenials,Europe
Denmark,2014,male,25-34 years,43,333712,12.89,"352,993,633,221",66114,Millenials,Europe
Czech Republic,1992,female,05-14 years,0,710300,0,"34,590,052,812",3573,Millenials,Europe
Czech Republic,1993,female,05-14 years,0,687600,0,"40,614,350,197",4186,Millenials,Europe
Czech Republic,1999,female,05-14 years,0,616895,0,"64,867,483,193",6606,Millenials,Europe
Czech Republic,2006,female,05-14 years,0,488298,0,"155,463,807,113",15896,Millenials,Europe
Czech Republic,1991,female,05-14 years,1,735500,0.14,"29,675,502,270",3070,Millenials,Europe
Czech Republic,1996,female,05-14 years,1,642600,0.16,"66,985,765,439",6861,Millenials,Europe
Czech Republic,1997,female,05-14 years,1,634800,0.16,"61,792,161,168",6314,Millenials,Europe
Czech Republic,2002,female,05-14 years,1,563932,0.18,"81,910,771,994",8399,Millenials,Europe
Czech Republic,1994,female,05-14 years,2,666800,0.3,"47,554,674,591",4891,Millenials,Europe
Czech Republic,2001,female,05-14 years,2,586157,0.34,"67,523,642,262",6863,Millenials,Europe
Czech Republic,2005,female,05-14 years,2,506842,0.39,"136,280,689,891",13961,Millenials,Europe
Czech Republic,1998,female,05-14 years,3,627200,0.48,"66,490,372,105",6779,Millenials,Europe
Czech Republic,1999,male,05-14 years,3,648214,0.46,"64,867,483,193",6606,Millenials,Europe
Czech Republic,2003,female,05-14 years,3,544809,0.55,"99,627,140,274",10220,Millenials,Europe
Czech Republic,2004,female,05-14 years,3,525775,0.57,"119,162,172,468",12226,Millenials,Europe
Czech Republic,2006,male,05-14 years,3,515573,0.58,"155,463,807,113",15896,Millenials,Europe
Czech Republic,1995,female,05-14 years,4,651600,0.61,"59,775,697,061",6134,Millenials,Europe
Czech Republic,2000,female,05-14 years,4,600843,0.67,"61,649,492,817",6278,Millenials,Europe
Czech Republic,2001,male,05-14 years,4,617745,0.65,"67,523,642,262",6863,Millenials,Europe
Czech Republic,2005,male,05-14 years,4,534812,0.75,"136,280,689,891",13961,Millenials,Europe
Czech Republic,1997,male,05-14 years,5,666600,0.75,"61,792,161,168",6314,Millenials,Europe
Czech Republic,1998,male,05-14 years,5,659000,0.76,"66,490,372,105",6779,Millenials,Europe
Czech Republic,2002,male,05-14 years,5,592734,0.84,"81,910,771,994",8399,Millenials,Europe
Czech Republic,2004,male,05-14 years,5,553266,0.9,"119,162,172,468",12226,Millenials,Europe
Czech Republic,2003,male,05-14 years,6,573339,1.05,"99,627,140,274",10220,Millenials,Europe
Czech Republic,1995,male,05-14 years,7,683100,1.02,"59,775,697,061",6134,Millenials,Europe
Czech Republic,1996,male,05-14 years,8,673700,1.19,"66,985,765,439",6861,Millenials,Europe
Czech Republic,2000,male,05-14 years,8,631794,1.27,"61,649,492,817",6278,Millenials,Europe
Czech Republic,1992,male,05-14 years,9,745800,1.21,"34,590,052,812",3573,Millenials,Europe
Czech Republic,1994,male,05-14 years,11,699800,1.57,"47,554,674,591",4891,Millenials,Europe
Czech Republic,1993,male,05-14 years,12,722000,1.66,"40,614,350,197",4186,Millenials,Europe
Czech Republic,1991,male,05-14 years,14,771400,1.81,"29,675,502,270",3070,Millenials,Europe
Czech Republic,2012,female,15-24 years,10,581629,1.72,"207,376,427,021",20898,Millenials,Europe
Czech Republic,2014,female,15-24 years,11,540106,2.04,"207,818,330,724",20859,Millenials,Europe
Czech Republic,2006,female,15-24 years,12,658122,1.82,"155,463,807,113",15896,Millenials,Europe
Czech Republic,2004,female,15-24 years,14,676084,2.07,"119,162,172,468",12226,Millenials,Europe
Czech Republic,2008,female,15-24 years,14,653487,2.14,"235,718,586,901",23811,Millenials,Europe
Czech Republic,2007,female,15-24 years,15,654550,2.29,"189,227,050,760",19273,Millenials,Europe
Czech Republic,2013,female,15-24 years,15,560391,2.68,"209,402,444,996",21073,Millenials,Europe
Czech Republic,2005,female,15-24 years,16,663458,2.41,"136,280,689,891",13961,Millenials,Europe
Czech Republic,2009,female,15-24 years,16,646079,2.48,"206,179,982,164",20748,Millenials,Europe
Czech Republic,2001,female,15-24 years,19,745082,2.55,"67,523,642,262",6863,Millenials,Europe
Czech Republic,2011,female,15-24 years,19,602033,3.16,"227,948,349,666",23010,Millenials,Europe
Czech Republic,2015,female,15-24 years,19,521060,3.65,"186,829,940,546",18703,Millenials,Europe
Czech Republic,2010,female,15-24 years,20,629937,3.17,"207,477,857,919",20862,Millenials,Europe
Czech Republic,2003,female,15-24 years,22,694102,3.17,"99,627,140,274",10220,Millenials,Europe
Czech Republic,2016,female,15-24 years,22,502574,4.38,"195,305,084,919",19505,Millenials,Europe
Czech Republic,2002,female,15-24 years,26,714488,3.64,"81,910,771,994",8399,Millenials,Europe
Czech Republic,2015,male,15-24 years,58,546597,10.61,"186,829,940,546",18703,Millenials,Europe
Czech Republic,2016,male,15-24 years,78,527890,14.78,"195,305,084,919",19505,Millenials,Europe
Czech Republic,2009,male,15-24 years,81,685218,11.82,"206,179,982,164",20748,Millenials,Europe
Czech Republic,2012,male,15-24 years,84,609704,13.78,"207,376,427,021",20898,Millenials,Europe
Czech Republic,2014,male,15-24 years,84,565782,14.85,"207,818,330,724",20859,Millenials,Europe
Czech Republic,2005,male,15-24 years,85,695191,12.23,"136,280,689,891",13961,Millenials,Europe
Czech Republic,2002,male,15-24 years,91,746413,12.19,"81,910,771,994",8399,Millenials,Europe
Czech Republic,2010,male,15-24 years,94,665538,14.12,"207,477,857,919",20862,Millenials,Europe
Czech Republic,2008,male,15-24 years,96,692756,13.86,"235,718,586,901",23811,Millenials,Europe
Czech Republic,2007,male,15-24 years,100,690165,14.49,"189,227,050,760",19273,Millenials,Europe
Czech Republic,2006,male,15-24 years,101,690682,14.62,"155,463,807,113",15896,Millenials,Europe
Czech Republic,2013,male,15-24 years,108,586871,18.4,"209,402,444,996",21073,Millenials,Europe
Czech Republic,2004,male,15-24 years,110,707587,15.55,"119,162,172,468",12226,Millenials,Europe
Czech Republic,2003,male,15-24 years,116,726604,15.96,"99,627,140,274",10220,Millenials,Europe
Czech Republic,2011,male,15-24 years,120,632356,18.98,"227,948,349,666",23010,Millenials,Europe
Czech Republic,2001,male,15-24 years,133,779015,17.07,"67,523,642,262",6863,Millenials,Europe
Czech Republic,2015,female,25-34 years,20,698584,2.86,"186,829,940,546",18703,Millenials,Europe
Czech Republic,2012,female,25-34 years,22,750032,2.93,"207,376,427,021",20898,Millenials,Europe
Czech Republic,2014,female,25-34 years,26,711374,3.65,"207,818,330,724",20859,Millenials,Europe
Czech Republic,2011,female,25-34 years,28,771896,3.63,"227,948,349,666",23010,Millenials,Europe
Czech Republic,2013,female,25-34 years,30,729365,4.11,"209,402,444,996",21073,Millenials,Europe
Czech Republic,2016,female,25-34 years,34,691963,4.91,"195,305,084,919",19505,Millenials,Europe
Czech Republic,2016,male,25-34 years,137,729199,18.79,"195,305,084,919",19505,Millenials,Europe
Czech Republic,2015,male,25-34 years,151,737221,20.48,"186,829,940,546",18703,Millenials,Europe
Czech Republic,2014,male,25-34 years,157,752372,20.87,"207,818,330,724",20859,Millenials,Europe
Czech Republic,2013,male,25-34 years,168,773130,21.73,"209,402,444,996",21073,Millenials,Europe
Czech Republic,2011,male,25-34 years,173,818695,21.13,"227,948,349,666",23010,Millenials,Europe
Czech Republic,2012,male,25-34 years,179,796162,22.48,"207,376,427,021",20898,Millenials,Europe
Cyprus,1999,female,05-14 years,0,69281,0,"10,614,455,232",12389,Millenials,Europe
Cyprus,1999,male,05-14 years,0,73496,0,"10,614,455,232",12389,Millenials,Europe
Cyprus,2000,female,05-14 years,0,69500,0,"10,183,317,625",11635,Millenials,Europe
Cyprus,2000,male,05-14 years,0,73737,0,"10,183,317,625",11635,Millenials,Europe
Cyprus,2004,female,05-14 years,0,50624,0,"17,422,375,000",25227,Millenials,Europe
Cyprus,2004,male,05-14 years,0,53202,0,"17,422,375,000",25227,Millenials,Europe
Cyprus,2005,female,05-14 years,0,49682,0,"18,703,146,375",26671,Millenials,Europe
Cyprus,2005,male,05-14 years,0,52329,0,"18,703,146,375",26671,Millenials,Europe
Cyprus,2006,female,05-14 years,0,48947,0,"20,403,713,461",28600,Millenials,Europe
Cyprus,2006,male,05-14 years,0,51269,0,"20,403,713,461",28600,Millenials,Europe
Cyprus,2004,female,15-24 years,0,56410,0,"17,422,375,000",25227,Millenials,Europe
Cyprus,2004,male,15-24 years,0,59250,0,"17,422,375,000",25227,Millenials,Europe
Cyprus,2006,female,15-24 years,0,58243,0,"20,403,713,461",28600,Millenials,Europe
Cyprus,2007,female,15-24 years,0,60276,0,"24,077,470,572",33048,Millenials,Europe
Cyprus,2008,female,15-24 years,0,61894,0,"27,839,460,964",37267,Millenials,Europe
Cyprus,2009,female,15-24 years,0,63385,0,"25,942,622,951",33816,Millenials,Europe
Cyprus,2011,female,15-24 years,0,64690,0,"27,427,161,523",34249,Millenials,Europe
Cyprus,2012,female,15-24 years,0,63355,0,"25,041,372,222",30752,Millenials,Europe
Cyprus,2013,female,15-24 years,0,59969,0,"24,084,572,491",29624,Millenials,Europe
Cyprus,2016,female,15-24 years,0,58057,0,"20,153,871,681",25098,Millenials,Europe
Cyprus,2005,female,15-24 years,1,57341,1.74,"18,703,146,375",26671,Millenials,Europe
Cyprus,2006,male,15-24 years,1,61353,1.63,"20,403,713,461",28600,Millenials,Europe
Cyprus,2015,female,15-24 years,1,58123,1.72,"19,676,167,240",24718,Millenials,Europe
Cyprus,2005,male,15-24 years,2,60126,3.33,"18,703,146,375",26671,Millenials,Europe
Cyprus,2014,male,15-24 years,2,60975,3.28,"23,359,294,149",29024,Millenials,Europe
Cyprus,2007,male,15-24 years,3,63227,4.74,"24,077,470,572",33048,Millenials,Europe
Cyprus,2008,male,15-24 years,3,64765,4.63,"27,839,460,964",37267,Millenials,Europe
Cyprus,2010,female,15-24 years,3,64577,4.65,"25,562,251,656",32477,Millenials,Europe
Cyprus,2011,male,15-24 years,3,67311,4.46,"27,427,161,523",34249,Millenials,Europe
Cyprus,2014,female,15-24 years,3,59114,5.07,"23,359,294,149",29024,Millenials,Europe
Cyprus,2010,male,15-24 years,4,67097,5.96,"25,562,251,656",32477,Millenials,Europe
Cyprus,2009,male,15-24 years,5,66107,7.56,"25,942,622,951",33816,Millenials,Europe
Cyprus,2015,male,15-24 years,5,58308,8.58,"19,676,167,240",24718,Millenials,Europe
Cyprus,2016,male,15-24 years,5,58051,8.61,"20,153,871,681",25098,Millenials,Europe
Cyprus,2012,male,15-24 years,6,66014,9.09,"25,041,372,222",30752,Millenials,Europe
Cyprus,2013,male,15-24 years,8,62893,12.72,"24,084,572,491",29624,Millenials,Europe
Cyprus,2011,female,25-34 years,0,73838,0,"27,427,161,523",34249,Millenials,Europe
Cyprus,2011,male,25-34 years,0,68773,0,"27,427,161,523",34249,Millenials,Europe
Cyprus,2013,female,25-34 years,0,73849,0,"24,084,572,491",29624,Millenials,Europe
Cyprus,2012,female,25-34 years,1,75365,1.33,"25,041,372,222",30752,Millenials,Europe
Cyprus,2016,female,25-34 years,1,71307,1.4,"20,153,871,681",25098,Millenials,Europe
Cyprus,2015,female,25-34 years,2,70765,2.83,"19,676,167,240",24718,Millenials,Europe
Cyprus,2016,male,25-34 years,2,68167,2.93,"20,153,871,681",25098,Millenials,Europe
Cyprus,2014,female,25-34 years,4,72330,5.53,"23,359,294,149",29024,Millenials,Europe
Cyprus,2015,male,25-34 years,7,67482,10.37,"19,676,167,240",24718,Millenials,Europe
Cyprus,2013,male,25-34 years,8,70521,11.34,"24,084,572,491",29624,Millenials,Europe
Cyprus,2014,male,25-34 years,8,68555,11.67,"23,359,294,149",29024,Millenials,Europe
Cyprus,2012,male,25-34 years,9,70596,12.75,"25,041,372,222",30752,Millenials,Europe
Croatia,2000,female,05-14 years,0,295200,0,"21,774,273,832",5288,Millenials,Europe
Croatia,2002,female,05-14 years,0,252500,0,"26,878,499,206",6373,Millenials,Europe
Croatia,2002,male,05-14 years,0,264700,0,"26,878,499,206",6373,Millenials,Europe
Croatia,2005,female,05-14 years,0,244865,0,"45,416,358,502",10722,Millenials,Europe
Croatia,1995,female,05-14 years,1,313800,0.32,"22,387,561,845",4978,Millenials,Europe
Croatia,1999,female,05-14 years,1,307600,0.33,"23,386,945,597",5459,Millenials,Europe
Croatia,2001,female,05-14 years,1,252663,0.4,"23,289,671,102",5571,Millenials,Europe
Croatia,2003,female,05-14 years,1,250600,0.4,"34,658,113,497",8202,Millenials,Europe
Croatia,2004,female,05-14 years,1,247600,0.4,"41,574,530,816",9829,Millenials,Europe
Croatia,2006,female,05-14 years,1,240427,0.42,"50,453,577,898",11914,Millenials,Europe
Croatia,1997,female,05-14 years,2,308500,0.65,"23,822,087,053",5546,Millenials,Europe
Croatia,1998,female,05-14 years,2,303600,0.66,"25,432,144,406",6015,Millenials,Europe
Croatia,2005,male,05-14 years,2,256833,0.78,"45,416,358,502",10722,Millenials,Europe
Croatia,2006,male,05-14 years,2,252215,0.79,"50,453,577,898",11914,Millenials,Europe
Croatia,1996,female,05-14 years,3,303200,0.99,"23,678,012,697",5610,Millenials,Europe
Croatia,1997,male,05-14 years,3,323700,0.93,"23,822,087,053",5546,Millenials,Europe
Croatia,1998,male,05-14 years,3,318600,0.94,"25,432,144,406",6015,Millenials,Europe
Croatia,2000,male,05-14 years,3,309500,0.97,"21,774,273,832",5288,Millenials,Europe
Croatia,2001,male,05-14 years,3,264449,1.13,"23,289,671,102",5571,Millenials,Europe
Croatia,2003,male,05-14 years,3,262500,1.14,"34,658,113,497",8202,Millenials,Europe
Croatia,2004,male,05-14 years,3,259200,1.16,"41,574,530,816",9829,Millenials,Europe
Croatia,1996,male,05-14 years,5,318000,1.57,"23,678,012,697",5610,Millenials,Europe
Croatia,1999,male,05-14 years,5,322700,1.55,"23,386,945,597",5459,Millenials,Europe
Croatia,1995,male,05-14 years,6,328700,1.83,"22,387,561,845",4978,Millenials,Europe
Croatia,2009,female,15-24 years,4,267054,1.5,"62,703,143,057",14872,Millenials,Europe
Croatia,2012,female,15-24 years,5,245431,2.04,"56,565,475,275",13952,Millenials,Europe
Croatia,2013,female,15-24 years,6,243263,2.47,"58,085,856,019",14362,Millenials,Europe
Croatia,2015,female,15-24 years,6,236301,2.54,"49,425,513,611",12351,Millenials,Europe
Croatia,2016,female,15-24 years,6,231038,2.6,"51,338,524,831",12905,Millenials,Europe
Croatia,2008,female,15-24 years,7,272369,2.57,"70,481,451,449",16680,Millenials,Europe
Croatia,2011,female,15-24 years,8,258495,3.09,"62,375,044,443",14890,Millenials,Europe
Croatia,2001,female,15-24 years,9,295822,3.04,"23,289,671,102",5571,Millenials,Europe
Croatia,2003,female,15-24 years,9,293600,3.07,"34,658,113,497",8202,Millenials,Europe
Croatia,2005,female,15-24 years,9,286454,3.14,"45,416,358,502",10722,Millenials,Europe
Croatia,2006,female,15-24 years,11,282298,3.9,"50,453,577,898",11914,Millenials,Europe
Croatia,2007,female,15-24 years,11,277133,3.97,"60,093,222,709",14204,Millenials,Europe
Croatia,2014,female,15-24 years,12,240071,5,"57,629,518,806",14299,Millenials,Europe
Croatia,2002,female,15-24 years,13,295800,4.39,"26,878,499,206",6373,Millenials,Europe
Croatia,2010,female,15-24 years,13,261670,4.97,"59,829,574,391",14232,Millenials,Europe
Croatia,2004,female,15-24 years,14,290300,4.82,"41,574,530,816",9829,Millenials,Europe
Croatia,2011,male,15-24 years,24,269755,8.9,"62,375,044,443",14890,Millenials,Europe
Croatia,2016,male,15-24 years,30,242287,12.38,"51,338,524,831",12905,Millenials,Europe
Croatia,2004,male,15-24 years,31,302100,10.26,"41,574,530,816",9829,Millenials,Europe
Croatia,2007,male,15-24 years,34,289325,11.75,"60,093,222,709",14204,Millenials,Europe
Croatia,2015,male,15-24 years,34,247562,13.73,"49,425,513,611",12351,Millenials,Europe
Croatia,2012,male,15-24 years,35,256849,13.63,"56,565,475,275",13952,Millenials,Europe
Croatia,2014,male,15-24 years,37,251460,14.71,"57,629,518,806",14299,Millenials,Europe
Croatia,2005,male,15-24 years,39,297901,13.09,"45,416,358,502",10722,Millenials,Europe
Croatia,2008,male,15-24 years,40,284857,14.04,"70,481,451,449",16680,Millenials,Europe
Croatia,2010,male,15-24 years,40,272848,14.66,"59,829,574,391",14232,Millenials,Europe
Croatia,2013,male,15-24 years,41,254643,16.1,"58,085,856,019",14362,Millenials,Europe
Croatia,2009,male,15-24 years,45,278610,16.15,"62,703,143,057",14872,Millenials,Europe
Croatia,2006,male,15-24 years,49,293976,16.67,"50,453,577,898",11914,Millenials,Europe
Croatia,2002,male,15-24 years,53,308300,17.19,"26,878,499,206",6373,Millenials,Europe
Croatia,2001,male,15-24 years,55,308415,17.83,"23,289,671,102",5571,Millenials,Europe
Croatia,2003,male,15-24 years,57,306000,18.63,"34,658,113,497",8202,Millenials,Europe
Croatia,2016,female,25-34 years,6,265327,2.26,"51,338,524,831",12905,Millenials,Europe
Croatia,2015,female,25-34 years,7,271005,2.58,"49,425,513,611",12351,Millenials,Europe
Croatia,2013,female,25-34 years,9,281138,3.2,"58,085,856,019",14362,Millenials,Europe
Croatia,2011,female,25-34 years,11,304202,3.62,"62,375,044,443",14890,Millenials,Europe
Croatia,2014,female,25-34 years,11,277195,3.97,"57,629,518,806",14299,Millenials,Europe
Croatia,2012,female,25-34 years,13,283419,4.59,"56,565,475,275",13952,Millenials,Europe
