Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname,Propertycount,Area
Hawthorn,15/8 Wallen Rd,2,u,781766,SP,Caine,2017-05-27,5.3,3122,2,2,2,0,2002,Boroondara,Southern Metropolitan,11308,Council Area
Hawthorn East,8/772 Burwood Rd,2,u,802500,S,Jellis,2017-05-27,6.2,3123,2,1,2,966,1970,Boroondara,Southern Metropolitan,6482,Council Area
Hawthorn East,1/2 Constance St,2,u,675000,S,Jellis,2017-05-27,6.2,3123,2,1,1,329,1959,Boroondara,Southern Metropolitan,6482,Council Area
Hawthorn East,6/20 Denmark Hill Rd,1,u,441000,S,Jellis,2017-05-27,6.2,3123,1,1,0,0,1960,Boroondara,Southern Metropolitan,6482,Council Area
Hawthorn East,28 Mayston St,3,h,2680000,S,Jellis,2017-05-27,6.2,3123,3,2,4,522,1945,Boroondara,Southern Metropolitan,6482,Council Area
Hawthorn East,5/305 Riversdale Rd,2,u,500000,S,hockingstuart,2017-05-27,6.2,3123,2,1,1,1324,1970,Boroondara,Southern Metropolitan,6482,Council Area
Hawthorn East,512 Tooronga Rd,2,h,807366,SP,Jellis,2017-05-27,6.2,3123,2,1,1,170,1959,Boroondara,Southern Metropolitan,6482,Council Area
Highett,2 Graham Rd,3,h,1306263,SP,Hodges,2017-05-27,16,3190,3,1,2,867,1978,Bayside,Southern Metropolitan,4794,Council Area
Highett,8 Sydenham St,3,h,1600000,S,hockingstuart,2017-05-27,16,3190,3,2,3,598,1960,Bayside,Southern Metropolitan,4794,Council Area
Highett,56a Tibrockney St,4,t,1460000,SP,Buxton,2017-05-27,16,3190,4,2,2,595,1988,Bayside,Southern Metropolitan,4794,Council Area
Kew,105/191 Barkers Rd,2,u,585000,PI,LITTLE,2017-05-27,5.4,3101,2,1,2,343,1962,Boroondara,Southern Metropolitan,10331,Council Area
Kew,29 Denmark St,3,h,1300000,SP,Biggin,2017-05-27,5.4,3101,3,1,2,257,1920,Boroondara,Southern Metropolitan,10331,Council Area
Kew,32 First Av,3,h,1767000,S,Jellis,2017-05-27,5.4,3101,3,2,2,418,1953,Boroondara,Southern Metropolitan,10331,Council Area
Kew,84 Gladstone St,4,h,2390820,S,Jellis,2017-05-27,5.4,3101,4,2,2,591,1925,Boroondara,Southern Metropolitan,10331,Council Area
Kew,4/863 Glenferrie Rd,3,u,660000,S,Jellis,2017-05-27,5.4,3101,3,1,1,1096,1953,Boroondara,Southern Metropolitan,10331,Council Area
Kew,11A Mary St,3,h,1507513,SN,Nelson,2017-05-27,5.4,3101,3,2,1,284,1953,Boroondara,Southern Metropolitan,10331,Council Area
Kew,54 Parkhill Rd,2,h,902704,S,Fletchers,2017-05-27,5.4,3101,2,2,2,323,1910,Boroondara,Southern Metropolitan,10331,Council Area
Kew,2/4 Swinton Av,2,u,785000,S,Nelson,2017-05-27,5.4,3101,2,1,2,343,1962,Boroondara,Southern Metropolitan,10331,Council Area
Kew,35 Thornton St,4,h,2425000,PI,Jellis,2017-05-27,5.4,3101,4,3,1,638,1949,Boroondara,Southern Metropolitan,10331,Council Area
Kew,1/125 Walpole St,2,t,825000,S,Jellis,2017-05-27,5.4,3101,2,1,3,193,1995,Boroondara,Southern Metropolitan,10331,Council Area
Kew,6/62 Walpole St,2,u,682000,S,Nelson,2017-05-27,5.4,3101,2,1,1,0,1962,Boroondara,Southern Metropolitan,10331,Council Area
Kew,4 Weir St,5,h,3200500,S,Kay,2017-05-27,5.4,3101,5,2,2,842,1951,Boroondara,Southern Metropolitan,10331,Council Area
Kew,117A Willsmere Rd,3,h,1110000,PI,Ray,2017-05-27,5.4,3101,3,2,2,200,1953,Boroondara,Southern Metropolitan,10331,Council Area
Kew East,9 Hartwood St,4,h,2258000,S,Jellis,2017-05-27,7.3,3102,4,1,2,836,1910,Boroondara,Southern Metropolitan,2671,Council Area
Kew East,1/21 Namur St,3,h,1615972,SP,Marshall,2017-05-27,7.3,3102,3,1,1,318,1925,Boroondara,Southern Metropolitan,2671,Council Area
Kew East,84 Westbrook St,3,h,1650000,VB,Noel,2017-05-27,7.3,3102,3,3,1,204,1960,Boroondara,Southern Metropolitan,2671,Council Area
Malvern,9 Elizabeth St,4,h,3177850,PI,Marshall,2017-05-27,5.9,3144,4,4,4,370,2009,Stonnington,Southern Metropolitan,4675,Council Area
Malvern,10 Horace St,4,h,2775000,PI,Marshall,2017-05-27,5.9,3144,4,2,2,510,1964,Stonnington,Southern Metropolitan,4675,Council Area
Malvern,13 Nicholls St,3,h,1700000,PI,Jellis,2017-05-27,5.9,3144,3,2,0,312,1920,Stonnington,Southern Metropolitan,4675,Council Area
Malvern East,47 Belgrave Rd,3,h,1512418,PI,Marshall,2017-05-27,8.4,3145,3,1,3,580,1949,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,3/1403 Dandenong Rd,2,u,872816,S,Marshall,2017-05-27,8.4,3145,2,1,1,0,1970,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,3/1 Grant St,3,t,1060000,S,Jellis,2017-05-27,8.4,3145,3,1,1,206,1980,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,2/1810 Malvern Rd,3,t,1512418,W,Rombotis,2017-05-27,8.4,3145,3,2,2,1211,2012,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,76 Manning Rd,4,h,2400000,S,Marshall,2017-05-27,8.4,3145,4,2,0,589,1948,Stonnington,Southern Metropolitan,8801,Council Area
Malvern East,71 Repton Rd,3,h,1512418,SP,Marshall,2017-05-27,8.4,3145,3,2,1,0,1990,Stonnington,Southern Metropolitan,8801,Council Area
Mitcham,7 Beaufort St,4,h,1199091,SN,Noel,2017-05-27,17.2,3132,4,2,2,780,1960,Whitehorse,Eastern Metropolitan,6871,Council Area
Mitcham,22 Churinga Av,4,h,1150000,VB,Noel,2017-05-27,17.2,3132,4,2,2,706,1988,Whitehorse,Eastern Metropolitan,6871,Council Area
Mitcham,5a Compton St,2,u,695000,S,Barry,2017-05-27,17.2,3132,2,1,1,300,2011,Whitehorse,Eastern Metropolitan,6871,Council Area
Mitcham,27 Forster St,2,h,655000,S,Barry,2017-05-27,17.2,3132,2,1,4,446,1975,Whitehorse,Eastern Metropolitan,6871,Council Area
Mitcham,1/39 Harrison St,3,u,775000,SP,Jellis,2017-05-27,17.2,3132,3,1,2,208,1975,Whitehorse,Eastern Metropolitan,6871,Council Area
Mitcham,1/10 Owen St,3,u,820000,VB,Noel,2017-05-27,17.2,3132,3,1,2,439,1960,Whitehorse,Eastern Metropolitan,6871,Council Area
Mitcham,10 Sunninghill Ct,4,h,990000,S,Ray,2017-05-27,17.2,3132,4,2,2,708,1988,Whitehorse,Eastern Metropolitan,6871,Council Area
Mitcham,14 Victory St,2,h,883000,S,Jellis,2017-05-27,17.2,3132,2,1,1,697,1960,Whitehorse,Eastern Metropolitan,6871,Council Area
Mont Albert,72 Zetland Rd,4,h,1462000,S,Fletchers,2017-05-27,10.2,3127,4,2,0,420,1910,Whitehorse,Eastern Metropolitan,2079,Council Area
Nunawading,3/7 Lilian St,3,t,1235000,S,Fletchers,2017-05-27,15.4,3131,3,3,2,338,1980,Whitehorse,Eastern Metropolitan,4973,Council Area
Nunawading,23 Morden Ct,4,h,1570000,S,Jellis,2017-05-27,15.4,3131,4,2,1,746,1979,Whitehorse,Eastern Metropolitan,4973,Council Area
Nunawading,2/324 Springfield Rd,3,u,777000,S,Barry,2017-05-27,15.4,3131,3,2,2,239,2014,Whitehorse,Eastern Metropolitan,4973,Council Area
Prahran,10 Closeburn Av,4,h,3000000,VB,Kay,2017-05-27,4.6,3181,4,2,2,388,1918,Stonnington,Southern Metropolitan,7717,Council Area
Prahran,5/305 Dandenong Rd,2,u,740000,S,Biggin,2017-05-27,4.6,3181,2,1,1,0,1940,Stonnington,Southern Metropolitan,7717,Council Area
Prahran,10/43 Grandview Gr,1,u,485324,SN,hockingstuart,2017-05-27,4.6,3181,1,1,1,0,1970,Stonnington,Southern Metropolitan,7717,Council Area
Prahran,102/11 Hillingdon Pl,2,u,698000,S,Marshall,2017-05-27,4.6,3181,2,1,1,0,1900,Stonnington,Southern Metropolitan,7717,Council Area
Prahran,11 Jessamine Av,4,h,2616889,S,Jellis,2017-05-27,4.6,3181,4,2,2,388,1918,Stonnington,Southern Metropolitan,7717,Council Area
Prahran,4/6 Karbarook Av,2,u,561200,SP,hockingstuart,2017-05-27,4.6,3181,2,1,1,314,1943,Stonnington,Southern Metropolitan,7717,Council Area
Prahran,20 King St,2,h,780000,VB,Biggin,2017-05-27,4.6,3181,2,1,0,117,1900,Stonnington,Southern Metropolitan,7717,Council Area
Prahran,3/6 Miller St,2,t,1190000,S,Jellis,2017-05-27,4.6,3181,2,1,2,57,1943,Stonnington,Southern Metropolitan,7717,Council Area
Prahran,15A Percy St,2,h,1170000,PI,Kay,2017-05-27,4.6,3181,2,2,2,86,1943,Stonnington,Southern Metropolitan,7717,Council Area
Prahran,9/3 Rae Ct,2,u,660000,S,hockingstuart,2017-05-27,4.6,3181,2,1,1,0,1943,Stonnington,Southern Metropolitan,7717,Council Area
Sandringham,57 Bay Rd,4,h,1756231,PI,Buxton,2017-05-27,15.2,3191,4,3,2,598,1880,Bayside,Southern Metropolitan,4497,Council Area
Sandringham,59a Duncan St,2,u,672375,SP,Marshall,2017-05-27,15.2,3191,2,1,1,69,1970,Bayside,Southern Metropolitan,4497,Council Area
Sandringham,2/1 George St,3,u,630000,PI,Ray,2017-05-27,15.2,3191,3,2,3,0,1928,Bayside,Southern Metropolitan,4497,Council Area
Sandringham,8/7 Neptune St,2,u,760000,S,Buxton,2017-05-27,15.2,3191,2,1,1,0,1970,Bayside,Southern Metropolitan,4497,Council Area
Sandringham,79 Victoria St,4,h,2100000,S,Buxton,2017-05-27,15.2,3191,4,2,2,831,1945,Bayside,Southern Metropolitan,4497,Council Area
South Yarra,29 Balmoral St,3,h,1666669,PI,Noel,2017-05-27,2.7,3141,3,2,1,201,1890,Stonnington,Southern Metropolitan,14887,Council Area
South Yarra,10/20 Chambers St,3,u,1430000,S,Jellis,2017-05-27,2.7,3141,3,3,1,913,1996,Stonnington,Southern Metropolitan,14887,Council Area
South Yarra,4 Hawksburn Rd,4,h,2920000,S,RT,2017-05-27,2.7,3141,4,2,2,564,1920,Stonnington,Southern Metropolitan,14887,Council Area
South Yarra,17/43 Kensington Rd,1,u,400000,VB,Jellis,2017-05-27,2.7,3141,1,1,1,0,1950,Stonnington,Southern Metropolitan,14887,Council Area
South Yarra,14/45 Kensington Rd,2,u,866124,SA,Hodges,2017-05-27,2.7,3141,2,1,0,1240,1965,Stonnington,Southern Metropolitan,14887,Council Area
South Yarra,2/5 Stanhope Ct,2,u,866124,S,Marshall,2017-05-27,2.7,3141,2,1,2,0,1950,Stonnington,Southern Metropolitan,14887,Council Area
South Yarra,6/128 Toorak Rd W,2,u,1730000,SP,Jellis,2017-05-27,2.7,3141,2,1,1,1215,1968,Stonnington,Southern Metropolitan,14887,Council Area
Surrey Hills,4/18 Alexandra Cr,2,h,510000,VB,Noel,2017-05-27,10.2,3127,2,1,1,286,1965,Boroondara,Southern Metropolitan,5457,Council Area
Surrey Hills,64 Croydon Rd,2,h,790012,SP,Jellis,2017-05-27,10.2,3127,2,2,1,464,1910,Boroondara,Southern Metropolitan,5457,Council Area
Surrey Hills,25 James St,5,h,2505000,S,Jellis,2017-05-27,10.2,3127,5,2,0,739,1927,Boroondara,Southern Metropolitan,5457,Council Area
Surrey Hills,33 Kingston Rd,3,h,1785000,S,Noel,2017-05-27,10.2,3127,3,1,1,516,1910,Boroondara,Southern Metropolitan,5457,Council Area
Surrey Hills,27 Pembroke St,4,h,2033148,SP,Fletchers,2017-05-27,10.2,3127,4,1,1,943,1930,Whitehorse,Southern Metropolitan,5457,Council Area
Surrey Hills,18 Russell St,4,h,2033148,S,Marshall,2017-05-27,10.2,3127,4,2,3,526,1910,Whitehorse,Southern Metropolitan,5457,Council Area
Surrey Hills,63 Russell St,3,h,1580000,S,J,2017-05-27,10.2,3127,3,1,2,586,1964,Whitehorse,Southern Metropolitan,5457,Council Area
Surrey Hills,462 Whitehorse Rd,3,h,1620000,SA,Woodards,2017-05-27,10.2,3127,3,1,2,665,1964,Boroondara,Southern Metropolitan,5457,Council Area
Templestowe,3 Robhill Ri,5,h,1783571,SP,Jellis,2017-05-27,15.5,3106,5,3,2,1335,1995,Manningham,Eastern Metropolitan,6202,Council Area
Templestowe Lower,45 Chalon Av,3,h,1091509,SN,Ray,2017-05-27,12.4,3107,3,1,2,624,1971,Manningham,Eastern Metropolitan,5420,Council Area
Templestowe Lower,25 Eric Av,4,h,1208600,PI,Nelson,2017-05-27,12.4,3107,4,2,2,694,1979,Manningham,Eastern Metropolitan,5420,Council Area
Templestowe Lower,6 Lakeview Tce,3,h,1530000,PI,Jellis,2017-05-27,12.4,3107,3,1,2,624,1971,Manningham,Eastern Metropolitan,5420,Council Area
Templestowe Lower,91 MacEdon Rd,5,h,1381000,S,Barry,2017-05-27,12.4,3107,5,2,2,733,1983,Manningham,Eastern Metropolitan,5420,Council Area
Templestowe Lower,6 Magnolia Dr,5,h,1225000,PI,Barry,2017-05-27,12.4,3107,5,2,2,665,1980,Manningham,Eastern Metropolitan,5420,Council Area
Templestowe Lower,140 Swanston St,4,h,1375000,VB,Jellis,2017-05-27,12.4,3107,4,2,1,662,1950,Manningham,Eastern Metropolitan,5420,Council Area
Toorak,16A Glyndebourne Av,3,h,2900000,VB,Kay,2017-05-27,4.1,3142,3,2,2,547,1962,Stonnington,Southern Metropolitan,7217,Council Area
Toorak,5/7 Struan St,3,u,2154049,SN,Kay,2017-05-27,4.1,3142,3,2,2,0,1962,Stonnington,Southern Metropolitan,7217,Council Area
Vermont,6 Carramar Ct,4,h,1163917,SN,Harcourts,2017-05-27,17.2,3133,4,2,2,651,1975,Whitehorse,Eastern Metropolitan,4181,Council Area
Vermont,529 Mitcham Rd,5,h,1163667,SP,John,2017-05-27,17.2,3133,5,2,4,1416,1980,Whitehorse,Eastern Metropolitan,4181,Council Area
Vermont South,560 Burwood Hwy,4,h,1243300,VB,hockingstuart,2017-05-27,17.2,3133,4,2,2,796,1970,Whitehorse,Eastern Metropolitan,4280,Council Area
Vermont South,7 Hempstead Av,4,h,1243300,PI,Harcourts,2017-05-27,17.2,3133,4,2,2,774,1982,Whitehorse,Eastern Metropolitan,4280,Council Area
Warrandyte,3 David Rd,4,h,1050000,S,Fletchers,2017-05-27,21.1,3113,4,2,2,1529,2006,Manningham,Eastern Metropolitan,2003,Council Area
Windsor,60 Earl St,2,h,804691,SN,Kay,2017-05-27,4.6,3181,2,2,0,89,1990,Stonnington,Southern Metropolitan,4380,Council Area
Armadale,9 Beatty Av,2,h,980460,SP,WHITEFOX,2017-07-08,6.3,3143,2,1,0,157,1880,Stonnington,Southern Metropolitan,4836,Council Area
Armadale,16/1 Clendon Rd,1,u,480577,PN,Thomson,2017-07-08,6.3,3143,1,1,1,0,1977,Stonnington,Southern Metropolitan,4836,Council Area
Armadale,71/503 Orrong Rd,3,u,1200000,VB,Gary,2017-07-08,6.3,3143,3,2,2,352,1940,Stonnington,Southern Metropolitan,4836,Council Area
Ashburton,9 Poulter St,3,h,1506365,PI,Buxton,2017-07-08,10.2,3147,3,1,1,710,1955,Boroondara,Southern Metropolitan,3052,Council Area
Balwyn,1/6 Ruby St,3,t,1270000,PI,VICProp,2017-07-08,7.9,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn North,1/48 Kenny St,4,t,1575000,SA,Fletchers,2017-07-08,9.7,3104,4,2,2,392,2007,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,212/3 Tannock St,2,u,580000,VB,Fletchers,2017-07-08,9.7,3104,2,1,1,404,1969,Boroondara,Southern Metropolitan,7809,Council Area
Beaumaris,9/5 Alfred St,2,u,641000,PI,Purplebricks,2017-07-08,17.3,3193,2,1,2,633,1960,Bayside,Southern Metropolitan,5366,Council Area
Blackburn,4 Patricia Rd,3,h,1188889,SN,Noel,2017-07-08,13.4,3130,3,1,2,667,1960,Whitehorse,Eastern Metropolitan,5713,Council Area
Blackburn,3/43 The Ridge,2,u,485000,S,Barry,2017-07-08,13.4,3130,2,1,1,0,1960,Whitehorse,Eastern Metropolitan,5713,Council Area
Blackburn South,24 Sylvia St,3,h,1291000,S,Barry,2017-07-08,13.4,3130,3,2,2,548,1970,Whitehorse,Eastern Metropolitan,4387,Council Area
Box Hill,43 Rose St,5,h,2285000,S,Lindellas,2017-07-08,10.9,3128,5,3,2,803,1932,Whitehorse,Eastern Metropolitan,4605,Council Area
Brighton,10/32 Outer Cr,3,u,1180000,VB,Buxton,2017-07-08,10.5,3186,3,2,2,0,2011,Bayside,Southern Metropolitan,10579,Council Area
Brighton East,1/3 Gleniffer Av,2,u,585000,PI,Buxton,2017-07-08,10.3,3187,2,1,1,0,1950,Bayside,Southern Metropolitan,6938,Council Area
Burwood,14 Cumming St,3,h,1530000,S,Buxton,2017-07-08,10.4,3125,3,1,2,695,1981,Whitehorse,Southern Metropolitan,5678,Council Area
Burwood East,389 Blackburn Rd,3,h,1150000,S,Ray,2017-07-08,14.7,3151,3,2,2,668,1965,Whitehorse,Eastern Metropolitan,4048,Council Area
Burwood East,1 Sartori St,4,h,1600000,S,Fletchers,2017-07-08,14.7,3151,4,2,2,592,2007,Whitehorse,Eastern Metropolitan,4048,Council Area
Camberwell,5/26 Cornell St,2,u,755000,S,hockingstuart,2017-07-08,7.7,3124,2,1,1,92,1960,Boroondara,Southern Metropolitan,8920,Council Area
Doncaster,67 Hampshire Rd,3,h,1345000,S,Jellis,2017-07-08,12.4,3108,3,3,3,823,1978,Manningham,Eastern Metropolitan,9028,Council Area
Doncaster,103 High St,4,h,1430000,S,Ray,2017-07-08,12.4,3108,4,2,2,736,1979,Manningham,Eastern Metropolitan,9028,Council Area
Doncaster,10 Margot Av,4,h,1663000,S,Philip,2017-07-08,12.4,3108,4,3,2,674,1982,Manningham,Eastern Metropolitan,9028,Council Area
Doncaster East,20 Dianne St,4,h,1310000,S,Barry,2017-07-08,14.3,3109,4,3,2,706,1970,Manningham,Eastern Metropolitan,10999,Council Area
Doncaster East,100 George St,4,h,1394682,S,Jellis,2017-07-08,14.3,3109,4,3,1,653,1980,Manningham,Eastern Metropolitan,10999,Council Area
Doncaster East,2 Monet Ct,3,h,1530000,PI,Barry,2017-07-08,14.3,3109,3,2,2,798,1978,Manningham,Eastern Metropolitan,10999,Council Area
Doncaster East,26 Octantis St,4,h,1390000,S,Barry,2017-07-08,14.3,3109,4,3,2,664,1983,Manningham,Eastern Metropolitan,10999,Council Area
Doncaster East,8 Raven St,3,h,1423000,S,Ray,2017-07-08,14.3,3109,3,2,2,643,1984,Manningham,Eastern Metropolitan,10999,Council Area
Donvale,6/5 Sunray Ct,2,t,630000,PI,Sell,2017-07-08,16.1,3111,2,1,1,196,2000,Manningham,Eastern Metropolitan,4790,Council Area
Glen Iris,13/11 Belmont Av,1,u,260000,PI,Woodards,2017-07-08,7.3,3146,1,1,1,0,1950,Stonnington,Southern Metropolitan,10412,Council Area
Glen Iris,1/15 Belmont Av,1,u,330000,SP,Thomson,2017-07-08,7.3,3146,1,1,1,0,1960,Stonnington,Southern Metropolitan,10412,Council Area
Glen Iris,11/62 Edgar St N,2,u,501000,S,Jellis,2017-07-08,7.3,3146,2,1,1,2015,1960,Stonnington,Southern Metropolitan,10412,Council Area
Hampton,7/4 Small St,1,u,580000,SP,Hodges,2017-07-08,13.8,3188,1,2,1,486,2012,Bayside,Southern Metropolitan,5454,Council Area
Hampton East,3/8 Eldon Ct,2,t,771000,S,McGrath,2017-07-08,13.8,3188,2,1,1,0,1992,Bayside,Southern Metropolitan,2356,Council Area
Hawthorn,5/29 Bell St,1,u,455000,S,Jellis,2017-07-08,5.3,3122,1,1,1,0,1960,Boroondara,Southern Metropolitan,11308,Council Area
Hawthorn East,1/1091 Burke Rd,2,u,615888,SP,Marshall,2017-07-08,6.2,3123,2,1,1,915,1970,Boroondara,Southern Metropolitan,6482,Council Area
Highett,44 Graham Rd,3,h,1430000,SP,Buxton,2017-07-08,16,3190,3,1,0,703,1978,Bayside,Southern Metropolitan,4794,Council Area
Highett,33 Haynes St,4,h,1820000,S,hockingstuart,2017-07-08,16,3190,4,2,2,680,2006,Bayside,Southern Metropolitan,4794,Council Area
Kew,1/1203 Burke Rd,3,t,1205000,S,Xynergy,2017-07-08,5.4,3101,3,2,2,257,1953,Boroondara,Southern Metropolitan,10331,Council Area
Kew,88 Gladstone St,3,h,1410000,PI,Noel,2017-07-08,5.4,3101,3,1,1,404,1930,Boroondara,Southern Metropolitan,10331,Council Area
Kew,9/78 Walpole St,1,u,520000,S,Nelson,2017-07-08,5.4,3101,1,1,1,0,1952,Boroondara,Southern Metropolitan,10331,Council Area
Kooyong,6/723 Toorak Rd,2,u,926667,W,Rodney,2017-07-08,5.9,3144,2,2,1,73,1975,Stonnington,Southern Metropolitan,394,Council Area
Malvern,4/30 Finlayson St,1,u,338000,SP,hockingstuart,2017-07-08,5.9,3144,1,1,1,0,1970,Stonnington,Southern Metropolitan,4675,Council Area
Malvern East,25/997 Dandenong Rd,2,u,370000,S,Ray,2017-07-08,8.4,3145,2,1,1,212,1960,Stonnington,Southern Metropolitan,8801,Council Area
Mitcham,9 Lake Av,4,h,1401000,S,Philip,2017-07-08,17.2,3132,4,2,2,706,1988,Whitehorse,Eastern Metropolitan,6871,Council Area
Mitcham,8 Peel St,3,h,1095000,S,McGrath,2017-07-08,17.2,3132,3,1,1,493,1980,Whitehorse,Eastern Metropolitan,6871,Council Area
Mitcham,4/12 Victoria Av,2,h,480000,S,Ray,2017-07-08,17.2,3132,2,1,1,72,2006,Whitehorse,Eastern Metropolitan,6871,Council Area
Nunawading,2/38 Efron St,4,t,1214286,VB,Fletchers,2017-07-08,15.4,3131,4,2,2,554,1979,Whitehorse,Eastern Metropolitan,4973,Council Area
Nunawading,12 Milton St,3,h,1040000,VB,Fletchers,2017-07-08,15.4,3131,3,1,1,728,1980,Whitehorse,Eastern Metropolitan,4973,Council Area
Nunawading,3/29 Mount Pleasant Rd,2,u,676000,S,Fletchers,2017-07-08,15.4,3131,2,1,1,149,1970,Whitehorse,Eastern Metropolitan,4973,Council Area
Nunawading,8 Olwen St,3,h,1002000,S,Fletchers,2017-07-08,15.4,3131,3,1,2,598,1960,Whitehorse,Eastern Metropolitan,4973,Council Area
Nunawading,1/44 Shady Gr,4,t,1175000,S,Noel,2017-07-08,15.4,3131,4,3,2,289,2011,Whitehorse,Eastern Metropolitan,4973,Council Area
Nunawading,8 Suffolk St,4,h,1214286,SN,McGrath,2017-07-08,15.4,3131,4,2,2,685,1970,Manningham,Eastern Metropolitan,4973,Council Area
Prahran,610/220 Commercial Rd,2,u,1003000,S,hockingstuart,2017-07-08,4.6,3181,2,2,1,0,2003,Stonnington,Southern Metropolitan,7717,Council Area
Sandringham,154 Abbott St,4,h,850000,PI,McGrath,2017-07-08,15.2,3191,4,3,2,709,2017,Bayside,Southern Metropolitan,4497,Council Area
Sandringham,1/22 Wentworth Av,3,h,1435000,S,Buxton,2017-07-08,15.2,3191,3,2,2,367,1928,Bayside,Southern Metropolitan,4497,Council Area
South Yarra,2/45 Caroline St,2,u,600000,PI,Noel,2017-07-08,2.7,3141,2,1,1,876,1972,Stonnington,Southern Metropolitan,14887,Council Area
South Yarra,308/800 Chapel St,2,u,762500,S,hockingstuart,2017-07-08,2.7,3141,2,1,1,17200,2003,Stonnington,Southern Metropolitan,14887,Council Area
South Yarra,4/213 Williams Rd,1,u,462138,PI,Shape,2017-07-08,2.7,3141,1,1,1,0,1970,Stonnington,Southern Metropolitan,14887,Council Area
Surrey Hills,1/17 Albert Cr,2,t,781000,S,Purplebricks,2017-07-08,10.2,3127,2,1,2,140,1965,Whitehorse,Southern Metropolitan,5457,Council Area
Templestowe,19 Athenry Tce,3,h,1280000,S,Barry,2017-07-08,15.5,3106,3,2,2,926,1994,Manningham,Eastern Metropolitan,6202,Council Area
Templestowe,7 Clays Ct,4,h,1635000,S,Barry,2017-07-08,15.5,3106,4,3,2,896,1985,Manningham,Eastern Metropolitan,6202,Council Area
Templestowe,15 Clontarf Cr,4,h,1576200,PN,Parkes,2017-07-08,15.5,3106,4,2,2,805,1975,Manningham,Eastern Metropolitan,6202,Council Area
Templestowe,2/55 Wood St,3,t,795000,VB,Purplebricks,2017-07-08,15.5,3106,3,2,2,217,1994,Manningham,Eastern Metropolitan,6202,Council Area
Templestowe Lower,5 Sophora Ct,3,h,1138000,S,Barry,2017-07-08,12.4,3107,3,2,2,706,1970,Manningham,Eastern Metropolitan,5420,Council Area
Toorak,11/2 Theodore Ct,2,u,725000,S,Marshall,2017-07-08,4.1,3142,2,1,1,0,1966,Stonnington,Southern Metropolitan,7217,Council Area
Toorak,15/256 Williams Rd,1,u,577000,S,hockingstuart,2017-07-08,4.1,3142,1,1,1,0,1970,Stonnington,Southern Metropolitan,7217,Council Area
Vermont South,8 Felgate Pde,5,h,1322000,PI,Barry,2017-07-08,17.2,3133,5,2,2,660,1985,Whitehorse,Eastern Metropolitan,4280,Council Area
Windsor,9/5 Lewisham Rd,1,u,426154,SA,Hodges,2017-07-08,4.6,3181,1,1,1,1182,1890,Stonnington,Southern Metropolitan,4380,Council Area
Windsor,8/9 The Avenue,1,u,410000,S,Buxton,2017-07-08,4.6,3181,1,1,1,0,1960,Stonnington,Southern Metropolitan,4380,Council Area
Armadale,9 Baldwin St,2,h,1480000,SP,Jellis,2017-08-12,6.3,3143,2,1,2,369,1925,Stonnington,Southern Metropolitan,4836,Council Area
Armadale,27 Wattletree Rd,4,h,3607571,S,Marshall,2017-08-12,6.3,3143,4,3,2,342,1891,Stonnington,Southern Metropolitan,4836,Council Area
Armadale,21/62 Wattletree Rd,2,u,821000,S,hockingstuart,2017-08-12,6.3,3143,2,2,1,3093,2006,Stonnington,Southern Metropolitan,4836,Council Area
Ashburton,105/315 High St,2,u,1380800,PI,Buxton,2017-08-12,10.2,3147,2,1,2,557,1965,Boroondara,Southern Metropolitan,3052,Council Area
Ashburton,2/6 Ramu Gr,4,t,1520000,S,Jellis,2017-08-12,10.2,3147,4,3,2,267,2012,Boroondara,Southern Metropolitan,3052,Council Area
Ashburton,19 Ward St,3,h,2299500,S,Jellis,2017-08-12,10.2,3147,3,2,3,634,1940,Boroondara,Southern Metropolitan,3052,Council Area
Balwyn,4/8 Bevan St,2,u,614000,S,Noel,2017-08-12,7.9,3103,2,1,1,0,1967,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,54 Northcote Av,4,h,2360000,S,Fletchers,2017-08-12,7.9,3103,4,3,2,848,1926,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,260 Union Rd,3,h,1750000,SP,Marshall,2017-08-12,7.9,3103,3,3,1,790,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,7/132 Yarrbat Av,4,t,1785000,S,Jellis,2017-08-12,7.9,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn North,45A Helston St,4,h,1460000,VB,hockingstuart,2017-08-12,9.7,3104,4,2,2,433,1955,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,1A Kawarren St,3,h,1360000,S,Fletchers,2017-08-12,9.7,3104,3,2,2,424,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,16 Landen Av,3,h,1485000,S,Ross,2017-08-12,9.7,3104,3,2,2,1645,1975,Boroondara,Southern Metropolitan,7809,Council Area
