Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname,Propertycount
Surrey Hills,5 Alastair Ct,4,House,2033148,S,Marshall,2017-06-24,10.2,3127,4,1,0,936,1994,Boroondara,Southern Metropolitan,5457
Surrey Hills,57 Durham Rd,3,House,1506260,S,Jellis,2017-06-24,10.2,3127,3,2,2,421,1964,Boroondara,Southern Metropolitan,5457
Surrey Hills,430 Whitehorse Rd,3,House,1050000,S,Marshall,2017-06-24,10.2,3127,3,2,2,444,1964,Boroondara,Southern Metropolitan,5457
Ashburton,55 Fakenham Rd,4,House,1972500,S,Buxton,2017-05-27,10.2,3147,4,1,1,676,1979,Boroondara,Southern Metropolitan,3052
Ashburton,84 Nicholas St,3,House,1506365,SP,Marshall,2017-05-27,10.2,3147,3,1,2,697,1960,Boroondara,Southern Metropolitan,3052
Ashburton,27 Vears Rd,3,House,1775000,S,Buxton,2017-05-27,10.2,3147,3,2,2,721,1960,Boroondara,Southern Metropolitan,3052
Balwyn,5/4 Raynes St,2,Unit,725000,VB,Noel,2017-05-27,7.9,3103,2,1,1,136,1975,Boroondara,Southern Metropolitan,5682
Balwyn North,2/10 Bolinda Rd,3,Townhouse,1330000,S,Marshall,2017-05-27,9.7,3104,3,2,1,260,2001,Boroondara,Southern Metropolitan,7809
Balwyn North,16 Burton St,4,House,2050000,S,Jellis,2017-05-27,9.7,3104,4,3,2,526,2006,Boroondara,Southern Metropolitan,7809
Balwyn North,17 Cityview Rd,5,House,1940000,S,hockingstuart,2017-05-27,9.7,3104,5,2,1,629,1940,Boroondara,Southern Metropolitan,7809
Balwyn North,10 Columba St,3,House,1590000,S,Jellis,2017-05-27,9.7,3104,3,1,1,697,1955,Boroondara,Southern Metropolitan,7809
Balwyn North,2/14 Hatfield St,2,Unit,725000,S,Fletchers,2017-05-27,9.7,3104,2,1,1,134,1970,Boroondara,Southern Metropolitan,7809
Balwyn North,130 Hill Rd,5,House,2209152,PI,Fletchers,2017-05-27,9.7,3104,5,2,2,780,1970,Boroondara,Southern Metropolitan,7809
Balwyn North,109 Maud St,2,House,2367000,S,Fletchers,2017-05-27,9.7,3104,2,1,2,773,1969,Boroondara,Southern Metropolitan,7809
Balwyn North,1/23 Moody St,4,House,1926869,PI,Marshall,2017-05-27,9.7,3104,4,2,2,469,1966,Boroondara,Southern Metropolitan,7809
Camberwell,32 Aisbett Av,4,House,2001000,S,Marshall,2017-05-27,7.7,3124,4,2,2,706,1931,Boroondara,Southern Metropolitan,8920
Camberwell,41 Doonkuna Av,6,House,3400000,S,RT,2017-05-27,7.7,3124,6,2,2,854,1950,Boroondara,Southern Metropolitan,8920
Camberwell,14 Orrong Cr,2,House,2303000,S,Jellis,2017-05-27,7.7,3124,2,1,1,348,1971,Boroondara,Southern Metropolitan,8920
Camberwell,26 Oxford St,3,House,1622000,S,Buxton,2017-05-27,7.7,3124,3,2,2,446,1963,Boroondara,Southern Metropolitan,8920
Camberwell,65 Rowell Av,4,House,2590173,PI,Marshall,2017-05-27,7.7,3124,4,2,2,706,1931,Boroondara,Southern Metropolitan,8920
Camberwell,2/4 Tyne St,3,House,1290000,VB,Jellis,2017-05-27,7.7,3124,3,2,2,321,1997,Boroondara,Southern Metropolitan,8920
Canterbury,43 Matlock St,3,House,1930000,S,Marshall,2017-05-27,8.4,3126,3,2,1,359,1910,Boroondara,Southern Metropolitan,3265
Canterbury,6 Maysia St,4,House,2408000,S,Jellis,2017-05-27,8.4,3126,4,2,2,654,1945,Boroondara,Southern Metropolitan,3265
Glen Iris,20 Beatrice St,4,House,2221988,S,Marshall,2017-05-27,7.3,3146,4,2,2,677,1940,Boroondara,Southern Metropolitan,10412
Glen Iris,3/6 Belmont Av,2,Unit,811000,S,Woodards,2017-05-27,7.3,3146,2,1,1,345,1958,Boroondara,Southern Metropolitan,10412
Glen Iris,6 Clonarg St,4,House,2221988,S,Marshall,2017-05-27,7.3,3146,4,3,2,742,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,1/25 Gardiner Pde,3,Townhouse,1501000,S,hockingstuart,2017-05-27,7.3,3146,3,2,2,313,1995,Boroondara,Southern Metropolitan,10412
Glen Iris,26 Howard St,4,House,2221988,S,Marshall,2017-05-27,7.3,3146,4,2,3,715,1940,Boroondara,Southern Metropolitan,10412
Glen Iris,2A King St,3,Townhouse,1140000,S,Jellis,2017-05-27,7.3,3146,3,2,2,514,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,3 Macdonald St,3,House,1609732,SP,Jellis,2017-05-27,7.3,3146,3,1,0,628,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,42 Martin Rd,3,House,1500000,S,J,2017-05-27,7.3,3146,3,2,2,409,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,4/8 Osborne Av,2,Unit,570000,S,hockingstuart,2017-05-27,7.3,3146,2,1,1,345,1958,Boroondara,Southern Metropolitan,10412
Glen Iris,1a Pascoe St,3,Unit,1330000,S,Fletchers,2017-05-27,7.3,3146,3,2,2,296,1952,Boroondara,Southern Metropolitan,10412
Hawthorn,3/199 Auburn Rd,2,Unit,525000,SP,Marshall,2017-05-27,5.3,3122,2,1,1,279,1968,Boroondara,Southern Metropolitan,11308
Hawthorn,328 Barkers Rd,4,House,2800000,PI,RT,2017-05-27,5.3,3122,4,2,2,750,1910,Boroondara,Southern Metropolitan,11308
Hawthorn,36 Bell St,3,House,1870000,PI,Marshall,2017-05-27,5.3,3122,3,1,1,271,1935,Boroondara,Southern Metropolitan,11308
Hawthorn,3 Churchill Gr,3,House,2402500,S,Marshall,2017-05-27,5.3,3122,3,2,2,273,1900,Boroondara,Southern Metropolitan,11308
Hawthorn,56 Denham St,3,House,1955000,S,Jellis,2017-05-27,5.3,3122,3,1,2,261,1890,Boroondara,Southern Metropolitan,11308
Hawthorn,10 Edward St,3,House,1702000,SP,Marshall,2017-05-27,5.3,3122,3,1,2,290,1900,Boroondara,Southern Metropolitan,11308
Hawthorn,16 Marian St,4,House,3399000,S,Marshall,2017-05-27,5.3,3122,4,2,2,446,2002,Boroondara,Southern Metropolitan,11308
Hawthorn,39 Mason St,4,House,2901773,S,Kay,2017-05-27,5.3,3122,4,2,2,740,1920,Boroondara,Southern Metropolitan,11308
Hawthorn,29 Oak St,4,House,3900000,S,Jellis,2017-05-27,5.3,3122,4,2,1,595,1920,Boroondara,Southern Metropolitan,11308
Hawthorn,36 Oxley Rd,3,House,1624659,S,Marshall,2017-05-27,5.3,3122,3,1,2,607,1900,Boroondara,Southern Metropolitan,11308
Hawthorn,106/17 Riversdale Rd,2,Unit,550000,VB,Jellis,2017-05-27,5.3,3122,2,1,1,476,1968,Boroondara,Southern Metropolitan,11308
Hawthorn East,1/2 Constance St,2,Unit,675000,S,Jellis,2017-05-27,6.2,3123,2,1,1,329,1959,Boroondara,Southern Metropolitan,6482
Hawthorn East,28 Mayston St,3,House,2680000,S,Jellis,2017-05-27,6.2,3123,3,2,4,522,1945,Boroondara,Southern Metropolitan,6482
Hawthorn East,512 Tooronga Rd,2,House,807366,SP,Jellis,2017-05-27,6.2,3123,2,1,1,170,1959,Boroondara,Southern Metropolitan,6482
Kew,105/191 Barkers Rd,2,Unit,585000,PI,LITTLE,2017-05-27,5.4,3101,2,1,2,343,1962,Boroondara,Southern Metropolitan,10331
Kew,29 Denmark St,3,House,1300000,SP,Biggin,2017-05-27,5.4,3101,3,1,2,257,1920,Boroondara,Southern Metropolitan,10331
Kew,32 First Av,3,House,1767000,S,Jellis,2017-05-27,5.4,3101,3,2,2,418,1953,Boroondara,Southern Metropolitan,10331
Kew,84 Gladstone St,4,House,2390820,S,Jellis,2017-05-27,5.4,3101,4,2,2,591,1925,Boroondara,Southern Metropolitan,10331
Kew,11A Mary St,3,House,1507513,SN,Nelson,2017-05-27,5.4,3101,3,2,1,284,1953,Boroondara,Southern Metropolitan,10331
Kew,54 Parkhill Rd,2,House,902704,S,Fletchers,2017-05-27,5.4,3101,2,2,2,323,1910,Boroondara,Southern Metropolitan,10331
Kew,2/4 Swinton Av,2,Unit,785000,S,Nelson,2017-05-27,5.4,3101,2,1,2,343,1962,Boroondara,Southern Metropolitan,10331
Kew,35 Thornton St,4,House,2425000,PI,Jellis,2017-05-27,5.4,3101,4,3,1,638,1949,Boroondara,Southern Metropolitan,10331
Kew,1/125 Walpole St,2,Townhouse,825000,S,Jellis,2017-05-27,5.4,3101,2,1,3,193,1995,Boroondara,Southern Metropolitan,10331
Kew,4 Weir St,5,House,3200500,S,Kay,2017-05-27,5.4,3101,5,2,2,842,1951,Boroondara,Southern Metropolitan,10331
Kew,117A Willsmere Rd,3,House,1110000,PI,Ray,2017-05-27,5.4,3101,3,2,2,200,1953,Boroondara,Southern Metropolitan,10331
Kew East,9 Hartwood St,4,House,2258000,S,Jellis,2017-05-27,7.3,3102,4,1,2,836,1910,Boroondara,Southern Metropolitan,2671
Kew East,1/21 Namur St,3,House,1615972,SP,Marshall,2017-05-27,7.3,3102,3,1,1,318,1925,Boroondara,Southern Metropolitan,2671
Kew East,84 Westbrook St,3,House,1650000,VB,Noel,2017-05-27,7.3,3102,3,3,1,204,1960,Boroondara,Southern Metropolitan,2671
Surrey Hills,4/18 Alexandra Cr,2,House,510000,VB,Noel,2017-05-27,10.2,3127,2,1,1,286,1965,Boroondara,Southern Metropolitan,5457
Surrey Hills,64 Croydon Rd,2,House,790012,SP,Jellis,2017-05-27,10.2,3127,2,2,1,464,1910,Boroondara,Southern Metropolitan,5457
Surrey Hills,25 James St,5,House,2505000,S,Jellis,2017-05-27,10.2,3127,5,2,0,739,1927,Boroondara,Southern Metropolitan,5457
Surrey Hills,33 Kingston Rd,3,House,1785000,S,Noel,2017-05-27,10.2,3127,3,1,1,516,1910,Boroondara,Southern Metropolitan,5457
Surrey Hills,462 Whitehorse Rd,3,House,1620000,SA,Woodards,2017-05-27,10.2,3127,3,1,2,665,1964,Boroondara,Southern Metropolitan,5457
Ashburton,9 Poulter St,3,House,1506365,PI,Buxton,2017-07-08,10.2,3147,3,1,1,710,1955,Boroondara,Southern Metropolitan,3052
Balwyn,1/6 Ruby St,3,Townhouse,1270000,PI,VICProp,2017-07-08,7.9,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682
Balwyn North,1/48 Kenny St,4,Townhouse,1575000,SA,Fletchers,2017-07-08,9.7,3104,4,2,2,392,2007,Boroondara,Southern Metropolitan,7809
Balwyn North,212/3 Tannock St,2,Unit,580000,VB,Fletchers,2017-07-08,9.7,3104,2,1,1,404,1969,Boroondara,Southern Metropolitan,7809
Camberwell,5/26 Cornell St,2,Unit,755000,S,hockingstuart,2017-07-08,7.7,3124,2,1,1,92,1960,Boroondara,Southern Metropolitan,8920
Hawthorn East,1/1091 Burke Rd,2,Unit,615888,SP,Marshall,2017-07-08,6.2,3123,2,1,1,915,1970,Boroondara,Southern Metropolitan,6482
Kew,1/1203 Burke Rd,3,Townhouse,1205000,S,Xynergy,2017-07-08,5.4,3101,3,2,2,257,1953,Boroondara,Southern Metropolitan,10331
Kew,88 Gladstone St,3,House,1410000,PI,Noel,2017-07-08,5.4,3101,3,1,1,404,1930,Boroondara,Southern Metropolitan,10331
Ashburton,105/315 High St,2,Unit,1380800,PI,Buxton,2017-08-12,10.2,3147,2,1,2,557,1965,Boroondara,Southern Metropolitan,3052
Ashburton,2/6 Ramu Gr,4,Townhouse,1520000,S,Jellis,2017-08-12,10.2,3147,4,3,2,267,2012,Boroondara,Southern Metropolitan,3052
Ashburton,19 Ward St,3,House,2299500,S,Jellis,2017-08-12,10.2,3147,3,2,3,634,1940,Boroondara,Southern Metropolitan,3052
Balwyn,54 Northcote Av,4,House,2360000,S,Fletchers,2017-08-12,7.9,3103,4,3,2,848,1926,Boroondara,Southern Metropolitan,5682
Balwyn,260 Union Rd,3,House,1750000,SP,Marshall,2017-08-12,7.9,3103,3,3,1,790,1969,Boroondara,Southern Metropolitan,5682
Balwyn,7/132 Yarrbat Av,4,Townhouse,1785000,S,Jellis,2017-08-12,7.9,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682
Balwyn North,45A Helston St,4,House,1460000,VB,hockingstuart,2017-08-12,9.7,3104,4,2,2,433,1955,Boroondara,Southern Metropolitan,7809
Balwyn North,1A Kawarren St,3,House,1360000,S,Fletchers,2017-08-12,9.7,3104,3,2,2,424,1975,Boroondara,Southern Metropolitan,7809
Balwyn North,26 Maylands Av,3,House,1739000,S,Nelson,2017-08-12,9.7,3104,3,1,2,638,1975,Boroondara,Southern Metropolitan,7809
Balwyn North,7 Riverside Av,5,House,2209152,S,Marshall,2017-08-12,9.7,3104,5,3,2,836,1937,Boroondara,Southern Metropolitan,7809
Camberwell,15 Gilbert Pde,3,House,1650000,SP,Marshall,2017-08-12,7.7,3124,3,2,2,456,1963,Boroondara,Southern Metropolitan,8920
Camberwell,2/1 Halley Av,2,Unit,881000,S,Marshall,2017-08-12,7.7,3124,2,2,1,245,1971,Boroondara,Southern Metropolitan,8920
Camberwell,22 Kingsley St,5,House,3190000,S,Marshall,2017-08-12,7.7,3124,5,4,2,788,1948,Boroondara,Southern Metropolitan,8920
Camberwell,12 Laxdale Rd,4,House,2610000,PI,Jellis,2017-08-12,7.7,3124,4,2,2,706,1931,Boroondara,Southern Metropolitan,8920
Camberwell,19 Warburton Rd,4,House,1985000,S,Jellis,2017-08-12,7.7,3124,4,2,2,706,1931,Boroondara,Southern Metropolitan,8920
Camberwell,202A Warrigal Rd,3,House,1749000,SP,Jellis,2017-08-12,7.7,3124,3,1,2,488,1963,Boroondara,Southern Metropolitan,8920
Canterbury,13 Golding St,4,House,2100000,S,Noel,2017-08-12,8.4,3126,4,2,4,544,1941,Boroondara,Southern Metropolitan,3265
Canterbury,3 Leeds St,4,House,2725000,SA,Kay,2017-08-12,8.4,3126,4,2,2,650,2006,Boroondara,Southern Metropolitan,3265
Canterbury,11 Parlington St,4,House,3250000,VB,Jellis,2017-08-12,8.4,3126,4,2,3,855,1941,Boroondara,Southern Metropolitan,3265
Deepdene,1/5 Leonard St,4,Townhouse,1680000,S,Fletchers,2017-08-12,7.9,3103,4,2,1,254,1995,Boroondara,Southern Metropolitan,892
Glen Iris,8 Ashburton Rd,4,House,2221988,PI,Buxton,2017-08-12,7.3,3146,4,2,3,713,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,26 Audrey Cr,5,House,3400000,S,Marshall,2017-08-12,7.3,3146,5,3,2,720,1950,Boroondara,Southern Metropolitan,10412
Glen Iris,13/4 Hillside Pde,2,Unit,839000,S,Marshall,2017-08-12,7.3,3146,2,1,1,97,1958,Boroondara,Southern Metropolitan,10412
Glen Iris,20 Madeline St,3,House,1690000,S,Jellis,2017-08-12,7.3,3146,3,1,2,625,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,15 Renwick St,4,House,2165000,S,Marshall,2017-08-12,7.3,3146,4,3,2,409,2016,Boroondara,Southern Metropolitan,10412
Glen Iris,5 Ventich St,5,House,2215000,S,Marshall,2017-08-12,7.3,3146,5,2,2,847,1962,Boroondara,Southern Metropolitan,10412
Glen Iris,5/31 Yeovil Rd,2,Unit,851000,S,Marshall,2017-08-12,7.3,3146,2,1,1,100,1960,Boroondara,Southern Metropolitan,10412
Hawthorn,5 Connell St,2,House,1857000,S,Jellis,2017-08-12,5.3,3122,2,1,1,230,1890,Boroondara,Southern Metropolitan,11308
Hawthorn,2/25 Illawarra Rd,2,Unit,781766,SN,LITTLE,2017-08-12,5.3,3122,2,1,1,782,1968,Boroondara,Southern Metropolitan,11308
Hawthorn,3/31 Robinson Rd,3,House,1500000,PI,Jellis,2017-08-12,5.3,3122,3,3,2,255,1997,Boroondara,Southern Metropolitan,11308
Hawthorn,10 Through St,3,House,1425000,VB,Jellis,2017-08-12,5.3,3122,3,1,1,333,1930,Boroondara,Southern Metropolitan,11308
Hawthorn,13 Violet Gr,3,House,1910000,S,Jellis,2017-08-12,5.3,3122,3,2,2,242,1990,Boroondara,Southern Metropolitan,11308
Hawthorn East,4/61 Mayston St,1,Unit,560000,VB,Jellis,2017-08-12,6.2,3123,1,1,1,803,1968,Boroondara,Southern Metropolitan,6482
Hawthorn East,211 Rathmines Rd,3,House,2825000,VB,Jellis,2017-08-12,6.2,3123,3,1,3,860,1945,Boroondara,Southern Metropolitan,6482
Kew,64 Adeney Av,5,House,2660000,S,Marshall,2017-08-12,5.4,3101,5,2,2,696,1951,Boroondara,Southern Metropolitan,10331
Kew,56 Hartington St,3,House,1510000,PI,Marshall,2017-08-12,5.4,3101,3,1,2,446,1960,Boroondara,Southern Metropolitan,10331
Kew,24 Kent St,4,House,2390820,S,Marshall,2017-08-12,5.4,3101,4,2,2,581,1910,Boroondara,Southern Metropolitan,10331
Kew,2 Tregarron Av,4,House,2550000,S,Marshall,2017-08-12,5.4,3101,4,2,3,776,1949,Boroondara,Southern Metropolitan,10331
Kew East,6 Hamilton St,2,House,1840000,S,Jellis,2017-08-12,7.3,3102,2,2,2,697,1962,Boroondara,Southern Metropolitan,2671
Kew East,37 Irymple Av,3,House,1615972,S,Marshall,2017-08-12,7.3,3102,3,2,5,695,1949,Boroondara,Southern Metropolitan,2671
Kew East,4 Meldrum St,4,House,1750000,VB,Jellis,2017-08-12,7.3,3102,4,2,2,696,1938,Boroondara,Southern Metropolitan,2671
Surrey Hills,66 Union Rd,4,House,2290000,SA,Fletchers,2017-08-12,10.2,3127,4,2,2,910,1939,Boroondara,Southern Metropolitan,5457
Surrey Hills,424 Whitehorse Rd,3,House,1775000,PI,Jellis,2017-08-12,10.2,3127,3,2,2,780,1964,Boroondara,Southern Metropolitan,5457
Balwyn,92 Winmalee Rd,3,House,2330000,S,Jellis,2017-07-15,7.9,3103,3,2,4,656,1970,Boroondara,Southern Metropolitan,5682
Balwyn North,1/54 Maud St,3,Townhouse,1721000,S,Fletchers,2017-07-15,9.7,3104,3,2,2,301,1995,Boroondara,Southern Metropolitan,7809
Glen Iris,9/1524 Malvern Rd,2,Townhouse,789507,S,Marshall,2017-07-15,7.3,3146,2,1,1,345,1958,Boroondara,Southern Metropolitan,10412
Hawthorn,24/1 Muir St,3,House,1100000,S,Marshall,2017-07-15,5.3,3122,3,2,1,109,1999,Boroondara,Southern Metropolitan,11308
Hawthorn East,12/102 Camberwell Rd,3,Unit,740000,PI,Noel,2017-07-15,6.2,3123,3,2,2,378,1945,Boroondara,Southern Metropolitan,6482
Hawthorn East,7/1 Maraquita Gr,4,House,2594111,S,Marshall,2017-07-15,6.2,3123,4,2,2,201,1999,Boroondara,Southern Metropolitan,6482
Kew,2/8 Pleasant Av,3,House,1080000,S,Marshall,2017-07-15,5.4,3101,3,2,2,151,1960,Boroondara,Southern Metropolitan,10331
Kew,8 Queen St,4,House,2390820,S,Marshall,2017-07-15,5.4,3101,4,3,2,439,1920,Boroondara,Southern Metropolitan,10331
Ashburton,13 Baird St,3,House,1506365,SA,Buxton,2017-07-22,10.2,3147,3,1,1,634,1960,Boroondara,Southern Metropolitan,3052
Balwyn,7 Austin St,4,House,2249415,SP,Noel,2017-07-22,7.9,3103,4,2,2,611,1969,Boroondara,Southern Metropolitan,5682
Balwyn,5 Tedstone Cr,5,House,2400000,VB,Fletchers,2017-07-22,7.9,3103,5,3,2,785,1990,Boroondara,Southern Metropolitan,5682
Balwyn North,7 Adeney St,5,House,2400000,VB,hockingstuart,2017-07-22,9.7,3104,5,4,2,742,1980,Boroondara,Southern Metropolitan,7809
Balwyn North,1120 Burke Rd,3,House,2668000,S,Noel,2017-07-22,9.7,3104,3,1,2,939,1975,Boroondara,Southern Metropolitan,7809
Balwyn North,4 Carrington St,4,House,1750000,S,Jellis,2017-07-22,9.7,3104,4,1,2,683,1966,Boroondara,Southern Metropolitan,7809
Balwyn North,67 Winfield Rd,4,House,1850000,SA,Fletchers,2017-07-22,9.7,3104,4,4,3,929,1960,Boroondara,Southern Metropolitan,7809
Camberwell,4 Lynden St,3,House,1830000,S,Ham,2017-07-22,7.7,3124,3,2,4,605,1963,Boroondara,Southern Metropolitan,8920
Camberwell,17 Through Rd,2,House,844149,S,Rounds,2017-07-22,7.7,3124,2,1,2,623,1940,Boroondara,Southern Metropolitan,8920
Kew East,4/1240 Old Burke Rd,3,Townhouse,1615972,SP,Fletchers,2017-07-22,7.3,3102,3,3,1,192,1960,Boroondara,Southern Metropolitan,2671
Surrey Hills,23 Bristol St,3,House,2225000,SA,Fletchers,2017-07-22,10.2,3127,3,1,2,829,1964,Boroondara,Southern Metropolitan,5457
Surrey Hills,6 Durham Rd,4,House,2550000,VB,Marshall,2017-07-22,10.2,3127,4,2,2,861,1939,Boroondara,Southern Metropolitan,5457
Surrey Hills,1/24 Suffolk Rd,2,Unit,830000,SP,Noel,2017-07-22,10.2,3127,2,1,1,180,1965,Boroondara,Southern Metropolitan,5457
Ashburton,7 Duke St,2,House,1380800,S,hockingstuart,2017-07-29,10.2,3147,2,1,2,470,1965,Boroondara,Southern Metropolitan,3052
Balwyn,27 Burroughs Rd,5,House,3812000,S,VICProp,2017-07-29,7.9,3103,5,4,2,729,2012,Boroondara,Southern Metropolitan,5682
Balwyn,4 Dee St,4,Townhouse,1450000,VB,Noel,2017-07-29,7.9,3103,4,3,2,232,1969,Boroondara,Southern Metropolitan,5682
Balwyn North,1/6 Corhampton Rd,3,Unit,1600000,S,Marshall,2017-07-29,9.7,3104,3,2,2,314,1975,Boroondara,Southern Metropolitan,7809
Balwyn North,1/47 Kawarren St,2,Unit,950000,S,Fletchers,2017-07-29,9.7,3104,2,1,1,327,1975,Boroondara,Southern Metropolitan,7809
Balwyn North,12 Maud St,4,House,1755000,S,Jellis,2017-07-29,9.7,3104,4,2,2,605,1938,Boroondara,Southern Metropolitan,7809
Camberwell,52 Ellsworth Cr,3,Townhouse,1280000,SP,Jellis,2017-07-29,7.7,3124,3,2,2,186,2014,Boroondara,Southern Metropolitan,8920
Camberwell,78 Fordham Av,5,House,2400000,VB,Marshall,2017-07-29,7.7,3124,5,2,0,633,1939,Boroondara,Southern Metropolitan,8920
Camberwell,6 Regent St,4,House,2500000,VB,Fletchers,2017-07-29,7.7,3124,4,2,3,947,1930,Boroondara,Southern Metropolitan,8920
Camberwell,30 Woodlands Av,3,House,1749000,SN,J,2017-07-29,7.7,3124,3,2,2,422,1930,Boroondara,Southern Metropolitan,8920
Glen Iris,1/10 Albion Rd,4,Townhouse,2221988,PI,Jellis,2017-07-29,7.3,3146,4,2,2,742,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,14 Chaleyer St,3,House,1609732,S,Marshall,2017-07-29,7.3,3146,3,2,2,697,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,23 Hillside Pde,4,House,1908000,SP,J,2017-07-29,7.3,3146,4,1,1,702,1954,Boroondara,Southern Metropolitan,10412
Hawthorn,9 Randolph St,3,House,1460000,S,Nelson,2017-07-29,5.3,3122,3,1,1,259,1935,Boroondara,Southern Metropolitan,11308
Kew,6/385 Barkers Rd,3,Townhouse,1405000,S,Buckingham,2017-07-29,5.4,3101,3,2,2,325,1980,Boroondara,Southern Metropolitan,10331
Kew,11 Raheen Dr,4,House,3015000,S,Jellis,2017-07-29,5.4,3101,4,2,2,813,1970,Boroondara,Southern Metropolitan,10331
Kew East,7 Cadow St,3,House,1500000,S,Fletchers,2017-07-29,7.3,3102,3,2,2,446,1960,Boroondara,Southern Metropolitan,2671
Ashburton,3 Hudson Ct,3,House,1506365,S,Jellis,2017-09-03,10.2,3147,3,1,2,665,1950,Boroondara,Southern Metropolitan,3052
Ashburton,35 Morotai Av,4,Townhouse,1849442,PI,Buxton,2017-09-03,10.2,3147,4,3,2,286,2014,Boroondara,Southern Metropolitan,3052
Balwyn,2/30 Weir St,2,House,870000,S,Jellis,2017-09-03,7.9,3103,2,1,1,219,1950,Boroondara,Southern Metropolitan,5682
Balwyn North,15 Arama St,5,House,2209152,S,RW,2017-09-03,9.7,3104,5,5,2,818,2017,Boroondara,Southern Metropolitan,7809
Balwyn North,2 Carrington St,3,House,1785000,PI,Jellis,2017-09-03,9.7,3104,3,2,3,683,1975,Boroondara,Southern Metropolitan,7809
Balwyn North,18 Vega St,4,House,1926869,S,Marshall,2017-09-03,9.7,3104,4,2,2,778,1950,Boroondara,Southern Metropolitan,7809
Balwyn North,17 Vicars St,5,House,1951000,S,Marshall,2017-09-03,9.7,3104,5,3,3,711,1960,Boroondara,Southern Metropolitan,7809
Balwyn North,14 Wanbrow Av,5,House,1950000,S,RT,2017-09-03,9.7,3104,5,3,2,743,1949,Boroondara,Southern Metropolitan,7809
Balwyn North,35 Yeneda St,5,House,1800000,PI,Noel,2017-09-03,9.7,3104,5,2,2,818,1975,Boroondara,Southern Metropolitan,7809
Camberwell,1/26 Cooloongatta Rd,3,House,1455000,S,Marshall,2017-09-03,7.7,3124,3,2,2,605,1963,Boroondara,Southern Metropolitan,8920
Camberwell,1/10 Lesley St,4,Townhouse,1850000,VB,Jellis,2017-09-03,7.7,3124,4,2,2,706,2010,Boroondara,Southern Metropolitan,8920
Camberwell,116 Rowell Av,3,Townhouse,1600000,PI,Marshall,2017-09-03,7.7,3124,3,2,1,605,1996,Boroondara,Southern Metropolitan,8920
Camberwell,1/30 Stanhope Gr,3,Unit,950000,VB,J,2017-09-03,7.7,3124,3,1,2,605,1963,Boroondara,Southern Metropolitan,8920
Camberwell,3/25 Thomas St,2,Unit,692500,S,Noel,2017-09-03,7.7,3124,2,1,1,145,1970,Boroondara,Southern Metropolitan,8920
Canterbury,2A Gwenda Av,3,House,1943975,SP,hockingstuart,2017-09-03,8.4,3126,3,2,2,482,1943,Boroondara,Southern Metropolitan,3265
Canterbury,62 Warburton Rd,4,House,2778864,S,Marshall,2017-09-03,8.4,3126,4,2,2,748,1941,Boroondara,Southern Metropolitan,3265
Canterbury,3/67 Wattle Valley Rd,2,Unit,615000,S,Marshall,2017-09-03,8.4,3126,2,1,1,810,1970,Boroondara,Southern Metropolitan,3265
Glen Iris,25A Beryl St,3,House,1300000,VB,Marshall,2017-09-03,7.3,3146,3,2,2,400,1900,Boroondara,Southern Metropolitan,10412
Glen Iris,24 Howard St,4,House,2825000,PI,Marshall,2017-09-03,7.3,3146,4,2,2,728,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,1C Kardinia Rd,4,House,1770000,SP,Meadows,2017-09-03,7.3,3146,4,3,2,276,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,4/5 Leopold St,2,Unit,782500,S,Marshall,2017-09-03,7.3,3146,2,2,1,345,1965,Boroondara,Southern Metropolitan,10412
Glen Iris,20 Nash St,2,House,1200000,PI,Fletchers,2017-09-03,7.3,3146,2,1,2,345,1958,Boroondara,Southern Metropolitan,10412
Glen Iris,17 Nerissa St,2,House,1910000,S,Marshall,2017-09-03,7.3,3146,2,1,1,848,1958,Boroondara,Southern Metropolitan,10412
Glen Iris,42 Queens Pde,3,House,1850000,S,Fletchers,2017-09-03,7.3,3146,3,1,1,645,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,15 Seaton St,3,House,2152500,S,Marshall,2017-09-03,7.3,3146,3,2,2,656,1930,Boroondara,Southern Metropolitan,10412
Glen Iris,1/21 Somerset Rd,4,House,1622500,SP,Marshall,2017-09-03,7.3,3146,4,2,2,742,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,4 Sunhill Rd,3,House,1609732,S,Marshall,2017-09-03,7.3,3146,3,1,3,514,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,3/2 Victor Rd,3,Townhouse,1160000,S,Tim,2017-09-03,7.3,3146,3,2,2,203,1952,Boroondara,Southern Metropolitan,10412
